iter	Passed	Remaining
180	18324	82915
181	18405	82723
182	18499	82590
183	18528	82170
184	18670	82249
185	18748	82049
186	18818	81816
187	18922	81727
188	19029	81657
189	19117	81498
190	19173	81212
191	19280	81139
192	19396	81102
193	19478	80927
194	19543	80680
195	19750	81018
196	19861	80958
197	19910	80646
198	20007	80533
199	20037	80149
200	20146	80086
201	20175	79704
202	20310	79742
203	20386	79547
204	20494	79478
205	20623	79489
206	20720	79378
207	20889	79539
208	21001	79483
209	21138	79520
210	21168	79155
211	21202	78807
212	21306	78723
213	21424	78690
214	21454	78334
215	21525	78129
216	21685	78246
217	21714	77894
218	21788	77702
219	21939	77786
220	21975	77461
221	22218	77865
222	22324	77787
223	22415	77654
224	22446	77315
225	22565	77283
226	22632	77069
227	22661	76731
228	22817	76820
229	22882	76607
230	22986	76521
231	23143	76613
232	23206	76392
233	23236	76064
234	23326	75934
235	23403	75765
236	23479	75588
237	23508	75266
238	23537	74946
239	23705	75068
240	23786	74913
241	23815	74595
242	23916	74503
243	23962	74245
244	24081	74209
245	24153	74032
246	24421	74450
247	24614	74638
248	24643	74327
249	24845	74537
250	24925	74377
251	24954	74071
252	25091	74083
253	25120	73778
254	25243	73750
255	25335	73630
256	25439	73545
257	25548	73476
258	25617	73291
259	25743	73271
260	25837	73156
261	25872	72878
262	26011	72892
263	26090	72738
264	26189	72639
265	26268	72485
266	26298	72198
267	26363	72006
268	26481	71962
269	26546	71772
270	26649	71689
271	26734	71554
272	26763	71272
273	26919	71325
274	27004	71193
275	27033	70914
276	27104	70745
277	27156	70527
278	27232	70373
279	27260	70099
280	27300	69853
281	27368	69683
282	27497	69667
283	27577	69525
284	27681	69447
285	27965	69816
286	27995	69549
287	28157	69612
288	28216	69417
289	28272	69219
290	28380	69147
291	28455	68995
292	28610	69037
293	28726	68982
294	28756	68722
295	28865	68652
296	29101	68882
297	29272	68958
298	29518	69205
299	29595	69055
300	29624	68796
301	29695	68634
302	29872	68716
303	29968	68612
304	30040	68452
305	30073	68204
306	30201	68174
307	30239	67939
308	30434	68059
309	30497	67882
310	30565	67716
311	30662	67613
312	30788	67576
313	30817	67327
314	31019	67454
315	31190	67513
316	31286	67408
317	31400	67343
318	31526	67302
319	31597	67144
320	31683	67019
321	31738	66827
322	31887	66835
323	32060	66890
324	32120	66711
325	32189	66550
326	32236	66347
327	32293	66163
328	32366	66011
329	32398	65778
330	32465	65617
331	32520	65433
332	32582	65263
333	32680	65166
334	32816	65143
335	32909	65034
336	32939	64804
337	32998	64630
338	33071	64484
339	33141	64334
340	33177	64117
341	33257	63987
342	33288	63761
343	33373	63641
344	33423	63456
345	33481	63285
346	33549	63135
347	33632	63012
348	33697	62857
349	33806	62783
350	33957	62787
351	33999	62590
352	34074	62453
353	34144	62308
354	34225	62183
355	34289	62029
356	34355	61877
357	34387	61667
358	34454	61518
359	34519	61368
360	34591	61230
361	34667	61098
362	34739	60961
363	34810	60822
364	34959	60819
365	34989	60609
366	35118	60572
367	35185	60426
368	35385	60509
369	35497	60441
370	35530	60238
371	35750	60353
372	35927	60392
373	36197	60586
374	36425	60709
375	36546	60650
376	36645	60557
377	36684	60363
378	36836	60356
379	36913	60227
380	36943	60021
381	37044	59931
382	37075	59727
383	37204	59681
384	37286	59561
385	37699	59967
386	37794	59866
387	37839	59684
388	37965	59632
389	38075	59554
390	38153	59426
391	38208	59262
392	38355	59240
393	38457	59149
394	38659	59212
395	38758	59116
396	38788	58914
397	38870	58793
398	38940	58654
399	39006	58509
400	39036	58310
401	39066	58113
402	39161	58012
403	39240	57889
404	39320	57766
405	39404	57651
406	39478	57520
407	39534	57363
408	39602	57225
409	39683	57106
410	39749	56965
411	39917	56970
412	39984	56829
413	40156	56839
414	40254	56744
415	40284	56552
416	40316	56366
417	40415	56271
418	40484	56137
419	40578	56037
420	40730	56016
421	40901	56020
422	41020	55954
423	41162	55919
424	41460	56093
425	41609	56065
426	41711	55973
427	41743	55787
428	41840	55689
429	41915	55562
430	42063	55531
431	42206	55494
432	42312	55407
433	42451	55363
434	42595	55324
435	42720	55262
436	42751	55077
437	42890	55033
438	42958	54897
439	42996	54723
440	43027	54540
441	43161	54488
442	43255	54386
443	43326	54255
444	43357	54075
445	43472	53998
446	43536	53860
447	43604	53726
448	43726	53659
449	43793	53524
450	43862	53393
451	44077	53439
452	44165	53330
453	44287	53262
454	44412	53196
455	44443	53020
456	44623	53021
457	44798	53014
458	44911	52934
459	45031	52862
460	45178	52822
461	45274	52722
462	45428	52688
463	45492	52552
464	45523	52376
465	45554	52201
466	45643	52094
467	45715	51966
468	45779	51831
469	45868	51723
470	45933	51589
471	45999	51456
472	46085	51347
473	46117	51176
474	46146	51004
475	46254	50918
476	46340	50809
477	46405	50676
478	46475	50550
479	47237	51173
480	47344	51085
481	47375	50913
482	47412	50749
483	47475	50614
484	47550	50491
485	47615	50359
486	47698	50244
487	47767	50116
488	47843	49995
489	47954	49912
490	48021	49781
491	48093	49657
492	48185	49553
493	48255	49427
494	48331	49307
495	48456	49237
496	48579	49165
497	48712	49103
498	48743	48939
499	48795	48795
500	48887	48692
501	48966	48576
502	49012	48427
503	49103	48324
504	49171	48197
505	49257	48088
506	49309	47947
507	49427	47871
508	49559	47807
509	49627	47681
510	49656	47518
511	49845	47509
512	49875	47348
513	49906	47187
514	49970	47059
515	50089	46983
516	50122	46825
517	50190	46702
518	50282	46601
519	50349	46476
520	50416	46352
521	50486	46231
522	50575	46127
523	50642	46003
524	50711	45881
525	50742	45725
526	50825	45618
527	50956	45551
528	51036	45441
529	51120	45333
530	51155	45182
531	51239	45074
532	51313	44959
533	51382	44839
534	51412	44685
535	51476	44561
536	51602	44491
537	51741	44432
538	51772	44280
539	51835	44155
540	51955	44080
541	52038	43973
542	52101	43849
543	52225	43777
544	52330	43688
545	52365	43541
546	52483	43464
547	52580	43368
548	52720	43309
549	52791	43192
550	52820	43042
551	52891	42926
552	53003	42843
553	53064	42719
554	53130	42599
555	53195	42479
556	53290	42383
557	53356	42264
558	53450	42167
559	53483	42022
560	53599	41943
561	53672	41830
562	53790	41751
563	53821	41606
564	53896	41495
565	53977	41389
566	54052	41278
567	54122	41163
568	54206	41059
569	54270	40941
570	54337	40824
571	54405	40708
572	54480	40598
573	54643	40554
574	54674	40411
575	54767	40315
576	54831	40197
577	54900	40082
578	54972	39971
579	55112	39909
580	55241	39838
581	55370	39767
582	55462	39670
583	55507	39539
584	55568	39420
585	55642	39310
586	55711	39197
587	55894	39164
588	56008	39082
589	56039	38942
590	56117	38836
591	56188	38724
592	56286	38631
593	56318	38493
594	56383	38378
595	56451	38265
596	56597	38205
597	56647	38080
598	56714	37967
599	56908	37939
600	56975	37825
601	57127	37768
602	57189	37652
603	57233	37523
604	57356	37447
605	57407	37324
606	57462	37203
607	57521	37086
608	57580	36968
609	57609	36832
610	57766	36777
611	57845	36673
612	57875	36538
613	58010	36469
614	58040	36334
615	58136	36241
616	58234	36149
617	58414	36107
618	58443	35972
619	58477	35841
620	58585	35754
621	58652	35644
622	58731	35540
623	58895	35488
624	58925	35355
625	59028	35266
626	59074	35143
627	59158	35043
628	59237	34939
629	59307	34831
630	59390	34730
631	59590	34698
632	59689	34606
633	59761	34499
634	59843	34398
635	59905	34285
636	59935	34154
637	59966	34024
638	60034	33916
639	60117	33816
640	60197	33714
641	60287	33618
642	60351	33507
643	60417	33398
644	60501	33299
645	60530	33170
646	60635	33082
647	60836	33047
648	61040	33012
649	61070	32884
650	61164	32789
651	61248	32690
652	61301	32575
653	61333	32448
654	61401	32341
655	61483	32241
656	61568	32143
657	61636	32036
658	61703	31928
659	61765	31818
660	61859	31725
661	62062	31687
662	62162	31596
663	62231	31490
664	62298	31383
665	62349	31268
666	62409	31158
667	62518	31072
668	62621	30983
669	62703	30883
670	62793	30788
671	62860	30681
672	62929	30576
673	62990	30467
674	63087	30375
675	63154	30269
676	63234	30169
677	63461	30139
678	63598	30066
679	63687	29970
680	63719	29848
681	63832	29763
682	63862	29640
683	63979	29557
684	64045	29451
685	64075	29328
686	64136	29220
687	64225	29125
688	64295	29021
689	64359	28915
690	64428	28811
691	64641	28771
692	64741	28680
693	64847	28592
694	64962	28508
695	65166	28463
696	65292	28383
697	65339	28270
698	65432	28176
699	65495	28069
700	65559	27963
701	65653	27869
702	65780	27790
703	65857	27690
704	65951	27596
705	66015	27490
706	66111	27398
707	66202	27303
708	66299	27211
709	66401	27121
710	66517	27037
711	66600	26939
712	66676	26838
713	66705	26719
714	66789	26622
715	66857	26518
716	66941	26421
717	67337	26447
718	67368	26329
719	67437	26225
720	67523	26128
721	67597	26027
722	67661	25922
723	67784	25840
724	67917	25761
725	68058	25685
726	68087	25568
727	68194	25479
728	68248	25370
729	68315	25267
730	68386	25165
731	68584	25110
732	68681	25017
733	68756	24917
734	68895	24839
735	68926	24723
736	69036	24635
737	69083	24525
738	69138	24418
739	69219	24320
740	69366	24245
741	69468	24154
742	69576	24066
743	69650	23965
744	70030	23970
745	70131	23878
746	70227	23785
747	70291	23680
748	70350	23575
749	70445	23481
750	70544	23389
751	70767	23338
752	70861	23244
753	70897	23131
754	71046	23054
755	71076	22940
756	71166	22844
757	71582	22853
758	71619	22740
759	71688	22638
760	71757	22536
761	71825	22433
762	71917	22338
763	72020	22247
764	72085	22143
765	72167	22046
766	72261	21951
767	72325	21848
768	72642	21821
769	72760	21733
770	72851	21638
771	72922	21536
772	72952	21423
773	73026	21323
774	73110	21225
775	73179	21124
776	73261	21026
777	73326	20923
778	73477	20845
779	73657	20775
780	73688	20662
781	73750	20559
782	73863	20470
783	73984	20383
784	74015	20271
785	74197	20201
786	74285	20105
787	74321	19995
788	74389	19893
789	74461	19793
790	74525	19691
791	74606	19593
792	74725	19505
793	74794	19405
794	74860	19303
795	74929	19202
796	75035	19111
797	75103	19011
798	75173	18911
799	75370	18842
800	75425	18738
801	75480	18634
802	75557	18536
803	75628	18436
804	75709	18339
805	75783	18240
806	75864	18143
807	75946	18046
808	76025	17949
809	76109	17852
810	76178	17753
811	76241	17651
812	76282	17546
813	76342	17444
814	76442	17352
815	76526	17256
816	76665	17172
817	76744	17075
818	76826	16978
819	76884	16876
820	76925	16771
821	76999	16673
822	77041	16569
823	77072	16462
824	77203	16376
825	77267	16276
826	77296	16169
827	77354	16068
828	77457	15977
829	77562	15886
830	77594	15780
831	77791	15707
832	77826	15602
833	78094	15543
834	78178	15448
835	78211	15342
836	78297	15247
837	78349	15146
838	78437	15051
839	78529	14958
840	78595	14859
841	78665	14761
842	78732	14663
843	78796	14564
844	78859	14465
845	79004	14381
846	79049	14279
847	79107	14179
848	79313	14106
849	79343	14001
850	79404	13902
851	79469	13804
852	79529	13705
853	79620	13611
854	79683	13513
855	79771	13419
856	79867	13326
857	79947	13231
858	80007	13132
859	80066	13034
860	80095	12930
861	80191	12838
862	80252	12739
863	80363	12649
864	80541	12570
865	80643	12478
866	80702	12379
867	80739	12278
868	80803	12180
869	80866	12083
870	80941	11987
871	81149	11911
872	81274	11823
873	81369	11730
874	81457	11636
875	81559	11544
876	81656	11452
877	81891	11378
878	81976	11284
879	82064	11190
880	82195	11102
881	82287	11009
882	82371	10914
883	82473	10822
884	82542	10725
885	82573	10624
886	82620	10525
887	82662	10425
888	82779	10335
889	82808	10234
890	82954	10148
891	82984	10047
892	83263	9976
893	83354	9883
894	83419	9786
895	83524	9694
896	83587	9598
897	83622	9498
898	83683	9401
899	83748	9305
900	83855	9213
901	83917	9117
902	83980	9021
903	84059	8926
904	84158	8834
905	84234	8739
906	84359	8649
907	84389	8550
908	84506	8459
909	84660	8372
910	84742	8278
911	84780	8180
912	84846	8085
913	84931	7991
914	85049	7900
915	85112	7805
916	85186	7710
917	85289	7618
918	85383	7525
919	85413	7427
920	85477	7331
921	85542	7236
922	85658	7145
923	85819	7058
924	85909	6965
925	85939	6867
926	86006	6772
927	86078	6678
928	86271	6593
929	86351	6499
930	86415	6404
931	86446	6307
932	86600	6218
933	86631	6121
934	86701	6027
935	86907	5942
936	87048	5852
937	87501	5783
938	87536	5686
939	87566	5589
940	87633	5494
941	87705	5400
942	87783	5306
943	87867	5212
944	87978	5120
945	88008	5023
946	88131	4932
947	88282	4842
948	88359	4748
949	88389	4652
950	88656	4567
951	88723	4473
952	88799	4379
953	88832	4283
954	88950	4191
955	88979	4095
956	89113	4004
957	89182	3909
958	89246	3815
959	89317	3721
960	89427	3629
961	89496	3535
962	89562	3441
963	89622	3346
964	89712	3253
965	89742	3158
966	89969	3070
967	90029	2976
968	90085	2881
969	90166	2788
970	90196	2693
971	90306	2601
972	90440	2509
973	90472	2415
974	90565	2322
975	90626	2228
976	90724	2135
977	90801	2042
978	90900	1949
979	90930	1855
980	90961	1761
981	91221	1672
982	91401	1580
983	91458	1487
984	91542	1394
985	91631	1301
986	91760	1208
987	91824	1115
988	91853	1021
989	91956	928
990	92022	835
991	92091	742
992	92178	649
993	92245	556
994	92309	463
995	92374	370
996	92561	278
997	92591	185
998	92681	92
999	92712	0
